time,temperature_2m,precipitation,cloudcover,windspeed_10m
2025-06-06T00:00,20.1,0.0,0,5.7
2025-06-06T01:00,18.6,0.0,0,4.4
2025-06-06T02:00,18.4,0.0,0,1.4
2025-06-06T03:00,18.0,0.0,0,0.7
2025-06-06T04:00,17.5,0.0,0,2.3
2025-06-06T05:00,17.0,0.0,98,2.2
2025-06-06T06:00,17.3,0.0,76,3.1
2025-06-06T07:00,18.4,0.0,0,2.4
2025-06-06T08:00,19.8,0.0,0,4.5
2025-06-06T09:00,21.3,0.0,0,5.4
2025-06-06T10:00,23.0,0.0,0,6.4
2025-06-06T11:00,24.8,0.0,0,5.9
2025-06-06T12:00,26.9,0.0,0,2.5
2025-06-06T13:00,28.9,0.0,0,2.5
2025-06-06T14:00,29.4,0.0,98,10.8
2025-06-06T15:00,30.1,0.0,71,8.4
2025-06-06T16:00,30.4,0.0,100,6.9
2025-06-06T17:00,30.1,0.0,48,13.6
2025-06-06T18:00,29.7,0.0,30,15.0
2025-06-06T19:00,28.6,0.0,0,12.2
2025-06-06T20:00,27.3,0.0,0,3.7
2025-06-06T21:00,25.2,0.0,42,0.8
2025-06-06T22:00,23.0,0.0,70,0.8
2025-06-06T23:00,21.8,0.0,10,0.8
2025-06-07T00:00,21.0,0.0,56,2.3
2025-06-07T01:00,20.5,0.0,100,1.6
2025-06-07T02:00,19.6,0.0,100,2.1
2025-06-07T03:00,18.6,0.0,100,2.5
2025-06-07T04:00,19.0,0.0,100,3.4
2025-06-07T05:00,17.4,0.0,100,5.1
2025-06-07T06:00,17.4,0.0,100,4.3
2025-06-07T07:00,19.6,0.0,94,4.6
2025-06-07T08:00,21.1,0.0,100,3.4
2025-06-07T09:00,21.8,0.0,74,5.4
2025-06-07T10:00,23.0,0.0,0,6.6
2025-06-07T11:00,24.5,0.0,0,7.8
2025-06-07T12:00,25.9,0.0,31,10.3
2025-06-07T13:00,29.6,0.0,90,15.5
2025-06-07T14:00,30.3,0.0,100,13.0
2025-06-07T15:00,30.9,0.0,88,11.3
2025-06-07T16:00,31.2,0.0,66,15.7
2025-06-07T17:00,31.0,0.0,0,15.6
2025-06-07T18:00,30.3,0.0,0,15.8
2025-06-07T19:00,29.1,0.0,0,13.0
2025-06-07T20:00,27.8,0.0,0,9.8
2025-06-07T21:00,25.3,0.0,0,4.7
2025-06-07T22:00,21.2,0.0,0,14.1
2025-06-07T23:00,20.3,0.0,0,6.3
