time,temperature_2m,precipitation,cloudcover,windspeed_10m
2025-06-09T00:00,16.7,0.0,100,1.8
2025-06-09T01:00,16.6,0.1,100,4.0
2025-06-09T02:00,16.1,0.6,100,2.7
2025-06-09T03:00,15.7,0.5,100,3.6
2025-06-09T04:00,15.5,0.4,100,2.6
2025-06-09T05:00,15.4,1.5,100,2.3
2025-06-09T06:00,15.4,0.4,100,3.3
2025-06-09T07:00,15.1,0.1,100,5.6
2025-06-09T08:00,15.3,0.0,100,5.9
2025-06-09T09:00,15.5,0.0,100,7.6
2025-06-09T10:00,15.1,0.0,100,11.9
2025-06-09T11:00,15.0,0.0,100,12.1
2025-06-09T12:00,15.1,0.0,100,12.0
2025-06-09T13:00,15.4,0.0,100,12.3
2025-06-09T14:00,16.6,0.0,100,12.8
2025-06-09T15:00,17.8,0.0,65,13.3
2025-06-09T16:00,18.9,0.0,59,14.8
2025-06-09T17:00,19.5,0.0,7,15.5
2025-06-09T18:00,19.7,0.0,0,14.8
2025-06-09T19:00,19.5,0.0,0,13.6
2025-06-09T20:00,18.7,0.0,0,10.2
2025-06-09T21:00,17.3,0.0,0,7.4
2025-06-09T22:00,16.2,0.0,0,5.6
2025-06-09T23:00,15.7,0.0,0,4.0
2025-06-10T00:00,15.0,0.0,0,1.9
2025-06-10T01:00,14.6,0.0,0,2.3
2025-06-10T02:00,13.6,0.0,0,2.9
2025-06-10T03:00,13.0,0.0,0,3.1
2025-06-10T04:00,12.9,0.0,0,2.6
2025-06-10T05:00,12.9,0.0,0,2.3
2025-06-10T06:00,13.1,0.0,0,1.6
2025-06-10T07:00,13.6,0.0,0,2.9
2025-06-10T08:00,14.8,0.0,0,3.6
2025-06-10T09:00,16.8,0.0,0,6.8
2025-06-10T10:00,19.5,0.0,0,13.6
2025-06-10T11:00,20.6,0.0,0,15.5
2025-06-10T12:00,21.9,0.0,0,16.4
2025-06-10T13:00,22.9,0.0,0,16.9
2025-06-10T14:00,23.9,0.0,0,16.9
2025-06-10T15:00,24.8,0.0,0,16.4
2025-06-10T16:00,25.3,0.0,0,17.2
2025-06-10T17:00,25.5,0.0,14,16.2
2025-06-10T18:00,25.2,0.0,0,15.3
2025-06-10T19:00,24.6,0.0,71,14.3
2025-06-10T20:00,23.2,0.0,75,10.5
2025-06-10T21:00,21.5,0.0,74,5.4
2025-06-10T22:00,20.2,0.0,89,1.3
2025-06-10T23:00,17.8,0.0,64,3.3
