time,temperature_2m_min,temperature_2m_max,temperature_2m_mean,precipitation_sum,cloudcover_mean,windspeed_10m_max
2025-06-06,17.7,27.4,23.1,0.0,35,16.1
2025-06-07,16.9,29.6,24.1,0.0,18,18.4
2025-06-08,20.0,28.3,25.0,0.0,19,19.7
2025-06-09,19.3,25.7,22.8,0.0,50,27.2
2025-06-10,16.9,28.7,22.3,0.0,2,20.8
2025-06-11,13.7,28.4,22.3,0.0,2,10.9
2025-06-12,18.8,29.0,23.5,0.0,7,10.6
2025-06-13,16.1,30.4,23.8,0.0,14,18.8
2025-06-14,20.3,29.4,25.1,0.0,39,16.2
2025-06-15,20.9,28.0,24.5,0.0,27,16.2
