time,temperature_2m_min,temperature_2m_max,temperature_2m_mean,precipitation_sum,cloudcover_mean,windspeed_10m_max
2025-06-09,15.8,21.8,18.2,3.7,76,12.7
2025-06-10,12.5,27.0,20.2,0.0,16,6.6
2025-06-11,12.8,29.1,22.4,0.0,42,10.9
2025-06-12,15.4,28.0,22.0,0.0,9,9.6
2025-06-13,14.7,29.2,22.4,0.0,6,11.3
2025-06-14,15.5,30.1,22.5,0.0,35,7.4
2025-06-15,14.8,29.9,21.7,4.2,73,5.6
2025-06-16,17.6,23.7,19.2,32.7,98,7.8
2025-06-17,12.9,17.4,14.8,1.2,100,7.3
2025-06-18,12.7,22.5,17.2,4.5,80,7.4
