parameter,MAE,RMSE,city,timestamp
temperature_2m,0.7727272727272734,1.0570112238158722,Koper,2025-06-06T09:02:23.354400
windspeed_10m,0.7363636363636363,1.1696930444273907,Koper,2025-06-06T09:02:23.354400
temperature_2m,0.5454545454545457,0.7211102550927982,Ljubljana,2025-06-06T09:02:23.374130
windspeed_10m,0.5272727272727272,0.743456301827668,Ljubljana,2025-06-06T09:02:23.374130
temperature_2m,0.7090909090909108,0.8485281374238585,Maribor,2025-06-06T09:02:23.396891
windspeed_10m,1.1181818181818184,1.3983756810866477,Maribor,2025-06-06T09:02:23.396891
